frame10.jpg,squatjump_jump,676.0255,191.7851,-248.9545,682.34143,182.53387,-225.22989,686.1012,182.22833,-225.23361,690.0029,181.93614,-225.39084,671.3146,183.71933,-219.60172,667.94116,183.87154,-219.50165,664.5674,184.15378,-219.6955,698.18115,186.70345,-116.308624,662.21063,189.08148,-91.899376,684.4575,202.08322,-210.36836,671.7761,202.87448,-202.33812,726.1761,234.91696,-199.68622,643.8063,240.09921,-153.02733,694.4093,185.63202,-518.3246,621.1624,212.6185,-449.40717,670.63574,154.99057,-648.48663,656.61285,152.22609,-655.0091,666.65436,144.72342,-699.15674,670.1262,137.96404,-724.87787,667.3129,146.43343,-687.416,671.4035,133.14273,-709.5198,667.9553,151.99458,-651.20844,667.9402,140.70517,-660.2237,719.3597,385.65558,-18.472218,660.235,384.84988,18.266655,722.1312,506.54514,-38.211704,650.9321,497.43518,0.43281123,739.66565,609.9068,99.8262,641.76294,602.3227,152.03139,740.1081,620.34784,105.92212,645.4343,614.7905,159.71902,729.40234,650.2114,-50.674725,637.87573,642.6112,18.18197
frame100 (2).jpg,squatjump_jump,646.6465,81.85662,-248.26505,645.03564,71.4495,-220.27197,646.7463,71.226616,-220.27223,648.6484,70.905334,-220.27063,636.9758,71.784904,-246.96992,632.8796,71.59595,-246.83325,628.78424,71.52702,-246.8376,641.76825,75.22753,-77.98097,616.3554,76.59286,-197.19215,647.6903,93.3521,-195.14601,636.9549,93.73128,-230.15842,647.6868,156.12062,87.57903,576.9612,147.07388,-244.02626,641.87494,250.41234,181.44543,561.7969,246.68053,-277.6999,661.0685,325.5681,37.11086,575.101,341.3539,-335.22263,667.1521,346.5885,21.616785,568.70483,369.19293,-382.91165,674.37646,344.6297,-35.939476,587.3923,367.5658,-393.79706,668.0443,337.74756,8.48317,591.38324,356.29984,-339.17438,631.8146,328.13467,104.711105,588.5366,329.93503,-104.12446,641.01556,458.8785,200.03534,578.94666,469.67007,-86.01503,633.5026,575.14923,390.13303,564.9844,592.5333,70.86175,620.8161,596.08044,400.83307,553.74884,610.6818,78.281105,679.77576,607.8557,303.4361,594.9919,633.6022,-65.71307
frame100.jpg,squatjump_jump,541.75836,152.4874,-526.3042,545.5397,139.3543,-510.13553,549.44446,139.06572,-509.9965,553.44165,138.7017,-510.02203,531.5633,139.7827,-519.732,526.3376,139.65636,-519.6985,521.0772,139.6304,-519.64905,552.6273,143.60498,-359.388,508.26584,144.57391,-393.94955,546.0277,165.36151,-464.60675,529.92395,165.91087,-474.75342,576.74884,213.62769,-183.24966,464.9907,207.69807,-227.00478,578.4954,284.37485,19.1704,433.38898,280.39474,27.230057,574.1833,337.21967,-9.6581545,390.9386,349.77225,135.14966,574.3669,354.36377,-26.670334,374.44324,361.32648,192.34293,572.05194,351.22412,-69.11115,368.2107,367.49078,119.2852,569.1269,345.44205,-26.641605,380.44498,366.8636,115.55568,552.8589,364.8172,23.281353,483.97388,362.0093,-23.239338,560.95746,487.61426,59.894264,472.95944,484.5822,-67.260124,569.7397,594.5742,273.4816,438.4973,599.0842,49.267235,563.8288,608.1321,282.0798,429.77567,611.8199,49.490326,585.46844,635.9845,112.324905,454.94006,646.563,-136.4811
frame101 (2).jpg,squatjump_jump,643.08813,95.67759,-272.69525,641.17847,84.799644,-252.44913,642.0657,84.59224,-252.41296,643.1526,84.28524,-252.3581,635.6551,85.163315,-278.78137,632.48944,84.96766,-278.69293,629.3337,84.89033,-278.68304,637.43115,88.718094,-132.493,619.0895,89.66792,-254.06552,643.4081,107.273575,-226.42393,635.79474,107.5136,-261.84784,648.2177,167.18425,28.517757,580.3214,160.69925,-300.74313,652.36255,264.06528,125.44338,566.7021,264.9014,-330.37204,673.0748,340.61584,6.509899,597.3928,356.22064,-381.71268,681.8228,362.17657,-1.8532734,595.97815,384.89844,-429.00317,686.50574,362.4379,-59.485706,616.3171,381.60196,-439.86508,679.08417,355.78192,-20.510006,618.06366,371.147,-385.11273,632.02313,338.67502,104.37877,591.1096,340.08652,-103.873566,639.90076,470.57062,204.84021,579.697,481.3932,-117.8341,631.454,583.35156,383.7848,565.404,605.9158,-1.1987314,619.12103,603.5001,394.0663,553.906,623.30865,2.455094,675.09924,618.8574,306.2659,598.2644,650.4986,-141.46004
frame101.jpg,squatjump_jump,544.51447,133.3764,-560.1573,548.356,118.65492,-548.4614,552.4212,118.22152,-548.1892,556.53796,117.67963,-548.33124,533.8087,119.27492,-558.51184,528.2472,119.02618,-558.5702,522.6467,118.93503,-558.4872,555.36414,120.95005,-402.1975,508.84152,122.31427,-436.4289,548.91565,145.73216,-498.3188,532.2785,146.59665,-508.26263,578.301,187.05215,-186.93114,466.41452,183.48131,-256.51212,570.14343,256.5728,131.97363,432.74695,253.64432,56.681137,565.2459,301.97836,299.20026,385.21265,319.99954,256.6936,563.2969,317.99423,334.5802,366.35156,331.27933,341.5401,565.1545,313.62976,298.13235,362.36633,337.03687,278.65512,562.59045,308.32556,290.74002,374.72815,336.52838,246.07436,557.7892,342.642,19.914988,488.04355,340.859,-20.043995,562.4518,466.75867,46.39129,472.10342,460.87628,-71.10552,567.90546,581.55695,239.3092,441.24326,578.04297,82.80528,559.8014,598.8208,246.32666,433.23724,592.17474,87.45479,593.039,621.3887,80.1646,458.7176,628.62244,-88.58423
frame102.jpg,squatjump_jump,544.0662,112.207466,-551.6828,548.0754,97.91694,-536.1594,552.18884,97.658134,-535.8661,556.3806,97.30516,-535.9646,533.6312,98.24642,-546.92664,528.09106,97.96612,-546.9794,522.515,97.81216,-546.85126,555.2467,102.01994,-378.1265,508.8504,102.59934,-414.90802,548.5663,125.01382,-485.85938,531.3195,125.338234,-496.83438,576.4043,169.8299,-168.72678,467.69434,164.04375,-225.53123,565.675,243.77432,112.62578,429.57697,228.84753,95.23286,555.79425,305.7012,201.35693,380.78296,291.43735,293.55957,553.3308,325.32074,220.03906,361.26166,300.0695,374.90973,553.5587,322.7955,176.16455,355.466,307.1147,309.68652,551.4358,315.86642,187.04294,367.9969,307.67014,280.51953,558.6485,323.38998,19.037167,490.78464,323.1252,-19.107006,569.47485,448.53006,8.549723,471.7966,449.58664,-34.63532,562.16327,562.51044,200.85635,442.6617,562.0781,149.27408,551.99,576.2217,207.31897,436.2262,575.1623,155.98874,580.6996,609.0856,44.204308,451.4386,611.0557,-12.018831
frame1020.jpg,squatjump_jump,490.08054,205.56924,-277.35184,494.08203,190.87003,-305.6911,496.10382,189.74373,-305.77914,498.24692,188.4664,-305.8303,494.23138,190.67,-264.6845,495.52142,189.69342,-264.5797,496.77808,188.83965,-264.4618,516.5774,184.36386,-354.1975,515.04065,183.83685,-160.97562,503.70105,212.44904,-292.12714,502.28226,212.56256,-236.3124,588.1164,233.71753,-368.41046,531.51495,246.20901,-24.865974,653.021,306.39587,-364.5444,566.4618,318.88504,40.308437,662.1705,391.09003,-364.46234,567.5906,386.6518,-29.998886,671.65186,410.80182,-401.84543,571.5077,405.12405,-38.168446,658.1753,409.6578,-422.2481,560.70355,403.6597,-71.03201,656.1535,402.22333,-370.44406,560.60254,397.21112,-48.68982,608.5535,402.3604,-107.94588,568.1096,403.91965,108.48123,616.9813,530.82,-108.27391,543.01196,516.5035,306.8936,633.3344,652.1069,-43.797894,552.89923,612.7377,512.2604,644.6014,671.9301,-47.843853,568.57227,631.24927,528.2538,588.4734,699.11664,-174.62311,498.0097,653.8573,472.46515
frame1021.jpg,squatjump_jump,487.539,179.8185,-259.33408,491.09125,165.738,-286.67645,493.00507,164.51816,-286.7023,495.05035,163.14125,-286.76855,491.3009,166.00752,-244.09567,492.5904,165.23949,-244.00723,493.85178,164.61754,-243.98576,513.6221,158.37944,-332.8036,512.1721,159.60498,-135.37329,501.57507,185.95015,-273.41016,500.45395,186.60216,-216.37656,589.2607,206.44308,-352.5999,529.3079,218.79393,-3.470189,657.03455,276.66214,-343.73624,576.4859,283.69986,57.327255,673.2801,361.07346,-327.2394,586.0464,348.1609,-37.960754,685.6206,378.32962,-363.33835,593.1284,366.7563,-56.34394,672.5201,381.17294,-384.74054,583.2679,363.54877,-91.06045,669.0006,375.3303,-334.11908,582.7042,356.80542,-57.979782,606.57446,381.7106,-110.712585,563.964,383.50018,111.1071,617.25385,513.4629,-62.890022,545.40967,503.40363,277.26553,633.89453,636.86346,46.840023,553.0358,604.6228,486.55682,646.0517,654.9508,48.084282,568.7278,622.51697,502.6202,587.2283,688.82214,-86.89081,497.08194,649.01544,433.9179
frame1022.jpg,squatjump_jump,487.7508,162.35898,-253.87833,490.63513,147.21234,-280.1451,492.80658,145.28453,-280.18927,495.10773,143.18736,-280.22052,489.87183,149.29164,-238.30484,490.75363,149.12373,-238.21793,491.59988,149.10602,-238.09007,513.9275,136.45924,-319.95932,509.19373,143.6679,-122.95223,502.80045,166.4653,-266.21335,500.8205,169.26033,-209.03654,592.1542,178.35468,-330.45618,524.0369,201.99832,-2.5368073,665.9668,244.91118,-323.1712,570.73535,265.5766,56.803513,691.5925,328.2749,-326.29135,583.0465,332.79416,-30.83601,706.6482,343.04276,-362.95474,591.59216,352.02426,-48.019596,692.9587,348.77814,-387.1487,583.0636,348.3326,-77.90168,686.9645,344.8225,-335.06622,582.4239,340.25845,-48.96904,606.8593,360.35977,-111.91339,561.78186,366.2249,112.23499,612.2554,493.1129,-86.178955,546.58954,484.14886,273.4333,629.83997,613.5896,0.48167917,552.7998,580.03375,497.32236,642.54517,632.1328,-1.0850242,568.5688,597.63635,515.1868,580.97144,663.4303,-138.99158,494.22635,623.619,447.03796
frame1023.jpg,squatjump_jump,489.39633,154.37427,-264.1584,490.7882,140.01611,-291.50372,492.67,138.11389,-291.55743,494.6801,136.0443,-291.62973,490.78735,141.90077,-250.61551,491.9542,141.64958,-250.51083,493.1006,141.53328,-250.37311,512.2711,128.72057,-335.56244,510.459,135.33441,-142.08952,504.0816,157.73589,-277.25146,503.04916,160.41455,-221.18295,589.0166,168.75287,-341.6426,532.2408,187.91093,-21.051855,671.9353,227.91446,-332.5819,589.73553,245.825,33.96931,701.1945,312.12433,-334.3294,614.51196,318.04062,-46.83788,716.6688,327.92627,-376.7297,626.25726,339.78812,-67.20262,700.7621,334.00095,-397.3147,618.8952,336.07755,-96.45081,695.08905,329.19305,-341.5869,616.31354,327.47623,-64.40963,606.63947,349.4843,-109.26155,566.34015,352.7637,109.53804,613.67175,478.03806,-66.037964,550.0738,470.72754,282.36905,629.82336,602.0542,23.362156,553.93854,569.7658,494.0009,641.87305,621.63416,22.331253,569.18585,588.71387,510.62524,581.36414,649.6991,-106.294464,493.68076,610.2634,448.8124
